0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,43,110,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,84,112,113,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,9,11,60,45,114,110,111,0,0,0,0,0,0,0,0,10,9,0,0,0,1,115,31,20,116
0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,2,0,1,17,18,19,11,60,60,84,112,113,109,0,0,0,0,0,0,1,18,19,2,0,0,117,118,118,118,118
10,9,10,9,10,9,10,9,0,14,13,0,0,0,0,1,20,2,0,0,0,0,0,0,7,14,1,2,0,1,21,22,23,36,4,0,36,37,38,39,50,119,60,60,45,114,110,0,7,16,0,1,20,36,47,48,120,0,0,121,122,123,124,122
33,17,18,19,33,17,18,19,34,27,26,35,21,22,23,36,41,4,28,29,30,2,0,1,116,27,36,4,0,125,38,38,50,44,126,0,5,57,58,58,62,59,127,59,128,84,129,20,116,32,20,36,43,44,90,91,25,20,34,35,28,29,30,20
43,51,52,43,37,38,39,40,43,47,48,50,41,43,43,44,59,12,51,52,43,4,0,3,43,41,44,126,0,130,58,58,60,84,131,0,11,45,61,61,79,78,61,61,61,59,12,43,43,51,52,44,59,84,45,61,12,37,38,39,46,47,48,49
75,76,77,78,57,68,70,60,84,90,91,62,45,79,72,73,74,75,76,77,78,131,0,5,84,45,61,131,0,132,61,133,60,24,131,0,5,45,92,93,94,100,101,134,79,72,73,74,75,76,77,78,61,62,60,84,84,57,66,67,68,69,81,82
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,66,66,66,66,66,0,66,66,66,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
