0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,2,3,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,4,5,0,0,7,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,126,20,11,10,0,0,12,13,4,124,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115,115,0,0,0,0,0,1,9,21,189,22,189,22,189,22,23,10,0,0,0,0,0,0,0,0,0,115,115,115,115,0,0,0,0,0,0,0,0,0,44,0,0,0
0,0,0,0,0,0,0,0,0,1,6,0,115,115,115,115,115,0,0,0,0,0,0,45,0,0,147,33,36,26,190,27,190,27,190,27,28,191,60,129,0,0,0,45,46,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115,115,1
115,115,115,115,115,0,0,0,7,24,2,3,0,0,0,0,1,6,0,0,127,42,55,56,43,131,152,49,51,27,190,27,190,27,190,27,27,52,50,133,134,42,55,56,57,58,43,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24
47,0,29,0,0,0,0,0,12,13,4,5,0,0,127,32,33,59,60,131,132,50,49,53,50,136,192,84,80,193,193,193,193,193,193,193,193,62,63,155,156,49,53,50,49,53,50,133,134,129,0,0,0,0,0,45,0,115,115,115,115,0,12,13
58,43,44,42,43,61,41,54,39,35,40,38,54,131,132,50,49,53,50,136,137,63,70,69,63,90,65,63,66,194,194,194,194,194,194,194,194,76,70,65,63,70,69,63,70,69,63,155,156,133,134,61,41,42,55,56,43,130,54,42,43,130,39,35
50,49,53,50,49,53,50,49,72,50,49,53,50,140,141,85,83,107,84,85,83,84,85,83,84,80,195,196,80,197,198,197,198,197,198,197,198,68,80,195,196,85,83,84,85,83,84,85,83,175,139,50,73,74,75,49,53,50,49,72,50,49,53,50
69,63,70,69,86,87,88,89,90,91,63,71,92,63,70,69,63,71,92,86,87,88,89,90,63,199,27,63,66,50,49,53,50,49,72,50,50,67,200,27,69,63,70,69,86,87,88,89,90,63,70,69,93,94,95,70,69,63,71,86,87,88,89,90
83,84,85,83,99,100,101,102,103,104,105,87,106,84,85,83,84,85,83,99,100,101,102,103,69,63,27,92,114,69,86,87,88,89,90,91,63,76,70,27,83,105,87,106,99,100,101,102,103,105,87,106,107,108,109,85,83,84,85,99,100,101,102,103
