# title_logo.anim.csv
frame,IDLE,194,0,194,120,0.03,true
frame,IDLE,388,0,194,120,0.03,true
frame,IDLE,582,0,194,120,0.03,true
frame,IDLE,0,120,194,120,0.03,true
frame,IDLE,194,120,194,120,0.03,true
frame,IDLE,388,120,194,120,0.03,true
frame,IDLE,582,120,194,120,0.03,true
frame,IDLE,0,240,194,120,0.03,true
frame,IDLE,194,240,194,120,0.03,true
frame,IDLE,388,240,194,120,0.03,true
frame,IDLE,582,240,194,120,0.03,true
frame,IDLE,0,360,194,120,0.03,true
frame,IDLE,194,360,194,120,0.03,true
frame,IDLE,388,360,194,120,0.03,true
frame,IDLE,582,360,194,120,0.03,true
frame,IDLE,0,480,194,120,0.03,true
frame,IDLE,194,480,194,120,0.03,true
frame,IDLE,388,480,194,120,0.03,true
frame,IDLE,582,480,194,120,0.03,true
frame,IDLE,0,600,194,120,0.03,true
frame,IDLE,194,600,194,120,0.03,true
frame,IDLE,388,600,194,120,0.03,true
frame,IDLE,582,600,194,120,0.03,true
frame,IDLE,0,720,194,120,0.03,true
frame,IDLE,194,720,194,120,0.03,true
frame,IDLE,388,720,194,120,0.03,true
frame,IDLE,582,720,194,120,0.03,true
frame,IDLE,0,840,194,120,0.03,true
frame,IDLE,194,840,194,120,0.03,true
frame,IDLE,388,840,194,120,0.03,true
frame,IDLE,582,840,194,120,0.03,true
